iso3_dest,iso3_orig,origin_ethnic_group,dest_ethnic_bucket
IDN,AFG,,Other
IDN,AUS,Acehnese,Other
IDN,AUS,Acholi,Other
IDN,AUS,Afgan,Other
IDN,AUS,African American,Other
IDN,AUS,"African, so described",Other
IDN,AUS,Afrikaner,Other
IDN,AUS,Akan,Other
IDN,AUS,Albanian,Other
IDN,AUS,Algerian,Other
IDN,AUS,American,Other
IDN,AUS,Amhara,Other
IDN,AUS,Anglo-Burmese,Other
IDN,AUS,Anglo-Indian,Other
IDN,AUS,Angolan,Other
IDN,AUS,"Arab, nec (incl. Baggara, Bedouin, Yemeni)",Other
IDN,AUS,"Arab, nfd",Other
IDN,AUS,Argentinean,Other
IDN,AUS,Armenian,Other
IDN,AUS,"Asian, so described",Other
IDN,AUS,Assyrian/ Chaldean,Other
IDN,AUS,Australian,Other
IDN,AUS,Australian Aboriginal,Other
IDN,AUS,Australian South Sea Islander,Other
IDN,AUS,"Australian peoples, nfd",Other
IDN,AUS,Austrian,Other
IDN,AUS,Azeris,Other
IDN,AUS,Bahraini,Other
IDN,AUS,Balinese,Other
IDN,AUS,Bangladeshi,Other
IDN,AUS,Barbadian,Other
IDN,AUS,Bari,Other
IDN,AUS,Basque,Other
IDN,AUS,Batswana,Other
IDN,AUS,Belarus,Other
IDN,AUS,Belgian,Other
IDN,AUS,Bengali,Other
IDN,AUS,Berber,Other
IDN,AUS,Bermudian,Other
IDN,AUS,Bhutanese,Other
IDN,AUS,Bolivian,Other
IDN,AUS,Bosnian,Other
IDN,AUS,Brazil,Other
IDN,AUS,Breton,Other
IDN,AUS,British NEC,Other
IDN,AUS,"British, nec (incl. Channel Islander, Guernsey Islander, Manx)",Other
IDN,AUS,"British, nfd",Other
IDN,AUS,Bruneian,Other
IDN,AUS,Bulgarian,Other
IDN,AUS,Burgher,Other
IDN,AUS,Burmese,Other
IDN,AUS,Burundian,Other
IDN,AUS,Cameroonian,Other
IDN,AUS,Canadian,Other
IDN,AUS,"Caribbean, nfd",Other
IDN,AUS,"Carribbean Islander, nec (incl.Bahamian, Haitian, Puerto Rican)",Other
IDN,AUS,Catalan,Other
IDN,AUS,"Caucasian, so described",Other
IDN,AUS,"Central American, nec (incl. Belizean, Costa Rican, Mayan)",Other
IDN,AUS,"Central American, nfd",Other
IDN,AUS,"Central Asian, nec (incl. Azerbaijani, Chechen, Tatar)",Other
IDN,AUS,"Central Asian, nfd",Other
IDN,AUS,"Central and West Africa, nec (incl. Fang, Kongo, Liberian)",Other
IDN,AUS,"Central and West Africa, nfd",Other
IDN,AUS,Chaldean,Other
IDN,AUS,Channel Islander,Other
IDN,AUS,Chilean,Other
IDN,AUS,Chin,Other
IDN,AUS,Chinese,Other
IDN,AUS,"Chinese Asian, nec (incl. Hui, Manchu, Yi)",Other
IDN,AUS,"Chinese Asian, nfd",Other
IDN,AUS,Colombian,Other
IDN,AUS,Congo,Other
IDN,AUS,Cook Islander,Other
IDN,AUS,Coptic,Other
IDN,AUS,Costa Rican,Other
IDN,AUS,"Creole, so described",Other
IDN,AUS,Croatian,Other
IDN,AUS,Cubans,Other
IDN,AUS,Cypriot,Other
IDN,AUS,Czech,Other
IDN,AUS,Danish,Other
IDN,AUS,Darfu/Darfurian,Other
IDN,AUS,Dinka,Other
IDN,AUS,Dutch,Other
IDN,AUS,"Eastern European, nec (incl. Adygei, Khanty, Sorb/Wend)",Other
IDN,AUS,"Eastern European, nfd",Other
IDN,AUS,Ecuadorian,Other
IDN,AUS,Egyptian,Other
IDN,AUS,Emirati,Other
IDN,AUS,English,Other
IDN,AUS,Eritrean,Other
IDN,AUS,Estonian,Other
IDN,AUS,Ethiopian,Other
IDN,AUS,"Eurasian, so described",Other
IDN,AUS,"European, so described",Other
IDN,AUS,Fijian,Other
IDN,AUS,Fijian Indian/Indo-Fijian,Other
IDN,AUS,Filipino,Other
IDN,AUS,Finnish,Other
IDN,AUS,Flemish,Other
IDN,AUS,French,Other
IDN,AUS,French Canadian,Other
IDN,AUS,Frisian,Other
IDN,AUS,Fulani,Other
IDN,AUS,Georgian,Other
IDN,AUS,German,Other
IDN,AUS,Ghanaian,Other
IDN,AUS,Gibraltarian,Other
IDN,AUS,Gio,Other
IDN,AUS,Greek,Other
IDN,AUS,Guatemalan,Other
IDN,AUS,Gujarati,Other
IDN,AUS,Gurkha,Other
IDN,AUS,Guyanese,Other
IDN,AUS,Hawaiian,Other
IDN,AUS,Hazara,Other
IDN,AUS,Hispanic,Other
IDN,AUS,Hmong,Other
IDN,AUS,Hungarian,Other
IDN,AUS,Hutu,Other
IDN,AUS,Icelandic,Other
IDN,AUS,Igbo,Other
IDN,AUS,Inadequately described,Other
IDN,AUS,Indian,Other
IDN,AUS,Indian Tamil,Other
IDN,AUS,Indonesian,Other
IDN,AUS,Iranian,Other
IDN,AUS,Iraqi,Other
IDN,AUS,Irish,Other
IDN,AUS,Italian,Other
IDN,AUS,Ivoirean,Other
IDN,AUS,Jamaican,Other
IDN,AUS,Japanese,Other
IDN,AUS,Javanese,Jawa
IDN,AUS,Jewish,Other
IDN,AUS,Jordanian,Other
IDN,AUS,Kadazan,Other
IDN,AUS,Karen,Other
IDN,AUS,Kashmiri,Other
IDN,AUS,Kazak,Other
IDN,AUS,Kenyan,Other
IDN,AUS,Khmer,Other
IDN,AUS,Kiribati,Other
IDN,AUS,Korean,Other
IDN,AUS,Krahn,Other
IDN,AUS,Kunama,Other
IDN,AUS,Kurd,Other
IDN,AUS,Kuwaiti,Other
IDN,AUS,Kyrgyz,Other
IDN,AUS,Lao,Other
IDN,AUS,Latvian,Other
IDN,AUS,Lebanese,Other
IDN,AUS,Liberian,Other
IDN,AUS,Libyan,Other
IDN,AUS,Lithuanian,Other
IDN,AUS,Luxembourg,Other
IDN,AUS,Macedonian,Other
IDN,AUS,Madi,Other
IDN,AUS,Madura,Madura
IDN,AUS,"Mainland South-East Asian, nec (incl. Arakanese, Karen, Mon)",Other
IDN,AUS,"Mainland South-East Asian, nfd",Other
IDN,AUS,Malawian,Other
IDN,AUS,Malay,"Banjar, Melayu Banjar"
IDN,AUS,Malayali,Other
IDN,AUS,Maldivian,Other
IDN,AUS,Maltese,Other
IDN,AUS,Mandaean,Other
IDN,AUS,Mandinka,Other
IDN,AUS,Manx,Other
IDN,AUS,Marathi,Other
IDN,AUS,"Maritime South-East Asian, nec (incl. Balinese, Irian Jayan, Sumatran)",Other
IDN,AUS,Masai,Other
IDN,AUS,Mauritian,Other
IDN,AUS,Maya,Other
IDN,AUS,"Melanesian and Papuan, nec (incl. Bisorio, Bougainvillian, Huli)",Other
IDN,AUS,"Melanesian and Papuan, nfd",Other
IDN,AUS,Mexican,Other
IDN,AUS,"Micronesian, nec (incl. Marianas Islander, Marshallese, Palauan)",Other
IDN,AUS,"Micronesian, nfd",Other
IDN,AUS,Moldovan,Other
IDN,AUS,Mon,Other
IDN,AUS,Mongol,Other
IDN,AUS,Montenegrian,Other
IDN,AUS,Moroccan,Other
IDN,AUS,Mozambican,Other
IDN,AUS,Namibian,Other
IDN,AUS,Native North American Indian,Other
IDN,AUS,Nauru,Other
IDN,AUS,Nepalese,Other
IDN,AUS,New Caledonian,Other
IDN,AUS,New Zealand,Other
IDN,AUS,New Zealand Maori,Other
IDN,AUS,"New Zealand Peoples, nfd",Other
IDN,AUS,Ni-Vanuatu,Other
IDN,AUS,Nicaraguan,Other
IDN,AUS,Nigerian,Other
IDN,AUS,Niuean,Other
IDN,AUS,"North African and Middle Eastern, nfd",Other
IDN,AUS,"North American, nec (incl. Bermudan, Inuit, Metis)",Other
IDN,AUS,"North American, nfd",Other
IDN,AUS,"North European, nec (incl. Faeroese, Greenlandic, Saami)",Other
IDN,AUS,"North European, nfd",Other
IDN,AUS,"North-East Asian, nfd",Other
IDN,AUS,"North-West European, nfd",Other
IDN,AUS,Norwegian,Other
IDN,AUS,Not Stated,Other
IDN,AUS,Nubian,Other
IDN,AUS,Nuer,Other
IDN,AUS,"Oceania, nfd",Other
IDN,AUS,Ogaden,Other
IDN,AUS,Omani,Other
IDN,AUS,Oromo,Other
IDN,AUS,Other,Other
IDN,AUS,"Other North African and Middle Eastern, nec (incl. Azande, Beja, Nubian)",Other
IDN,AUS,"Other North African and Middle Eastern, nfd",Other
IDN,AUS,"Other North-East Asian, nec (incl. Ainu, Menba, Xiareba)",Other
IDN,AUS,"Other North-East Asian, nfd",Other
IDN,AUS,Pakistani,Other
IDN,AUS,Palestinian,Other
IDN,AUS,Papua New Guinean,Other
IDN,AUS,Paraguayan,Other
IDN,AUS,Parsi,Other
IDN,AUS,Pathan,Other
IDN,AUS,"People of the Americas, nfd",Other
IDN,AUS,"Peoples of the Sudan, nec",Other
IDN,AUS,"Peoples of the Sudan, nfd",Other
IDN,AUS,Peruvian,Other
IDN,AUS,Pitcairn Islander,Other
IDN,AUS,Polish,Other
IDN,AUS,"Polynesian, nec (incl. Hawaiian, Pitcairn Islander, Tahitian)",Other
IDN,AUS,"Polynesian, nfd",Other
IDN,AUS,Portuguese,Other
IDN,AUS,Puerto Rican,Other
IDN,AUS,Punjabi,Other
IDN,AUS,Qatari,Other
IDN,AUS,Rohingya,Other
IDN,AUS,Romani (Gypsy),Other
IDN,AUS,Romanian,Other
IDN,AUS,Russian,Other
IDN,AUS,Rwandan,Other
IDN,AUS,Salvadoran,Other
IDN,AUS,Samoan,Other
IDN,AUS,Saudi Arabian,Other
IDN,AUS,Scottish,Other
IDN,AUS,Senegalese,Other
IDN,AUS,Serbian,Other
IDN,AUS,Seychellois,Other
IDN,AUS,Shona,Other
IDN,AUS,Sierra Leonean,Other
IDN,AUS,Sikh,Other
IDN,AUS,Sindhi,Other
IDN,AUS,Singaporean,Other
IDN,AUS,Sinhalese,Other
IDN,AUS,Slovak,Other
IDN,AUS,Slovenian,Other
IDN,AUS,Solomon Islander,Other
IDN,AUS,Somalie,Other
IDN,AUS,Sorb/Wend,Other
IDN,AUS,South African,Other
IDN,AUS,"South American, nec (incl. Arawak, Carib, Surinamese)",Other
IDN,AUS,"South American, nfd",Other
IDN,AUS,"South Eastern European, nec (incl. Aromani, Karakachani, Vlach)",Other
IDN,AUS,"South Eastern European, nfd",Other
IDN,AUS,South Sudanese,Other
IDN,AUS,"South-East Asian, nfd",Other
IDN,AUS,"Southern Asian, nec (incl. Bhote, Kashmiri, Sherpa)",Other
IDN,AUS,"Southern Asian, nfd",Other
IDN,AUS,"Southern European, nec (incl. Andorran, Galician, Ladin)",Other
IDN,AUS,"Southern European, nfd",Other
IDN,AUS,"Southern and Central Asian, nfd",Other
IDN,AUS,"Southern and East African, nec (incl. Afar, Tutsi, Zulu)",Other
IDN,AUS,"Southern and East African, nfd",Other
IDN,AUS,"Southern and Eastern European, nfd",Other
IDN,AUS,Spanish,Other
IDN,AUS,Sri Lanka Tamil,Other
IDN,AUS,Sri Lankan,Other
IDN,AUS,"Sub-saharan African, nfd",Other
IDN,AUS,Sudanese,Other
IDN,AUS,Sundanese,"Sunda, Priangan"
IDN,AUS,Swahili,Other
IDN,AUS,Swaziland,Other
IDN,AUS,Swedish,Other
IDN,AUS,Swiss,Other
IDN,AUS,Syrian,Other
IDN,AUS,Tahitian,Other
IDN,AUS,Taiwanese,Other
IDN,AUS,Tajik,Other
IDN,AUS,Tamil,Other
IDN,AUS,Tanzanian,Other
IDN,AUS,Tatar,Other
IDN,AUS,Telugu,Other
IDN,AUS,Thai,Other
IDN,AUS,Themne,Other
IDN,AUS,Tibetan,Other
IDN,AUS,Tigray,Other
IDN,AUS,Tigre,Other
IDN,AUS,Timorese,Other
IDN,AUS,Togolese,Other
IDN,AUS,Tokelauan,Other
IDN,AUS,Tongan,Other
IDN,AUS,Torres Strait Islander,Other
IDN,AUS,Trinidad and Tobago,Other
IDN,AUS,Tunisian,Other
IDN,AUS,Turkish,Other
IDN,AUS,Turkmenian,Other
IDN,AUS,Tuvaluan,Other
IDN,AUS,Ugandan,Other
IDN,AUS,Uighur,Other
IDN,AUS,Ukrainian,Other
IDN,AUS,Uruguayan,Other
IDN,AUS,Uzbek,Other
IDN,AUS,Venezuelan,Other
IDN,AUS,Vietnamese,Other
IDN,AUS,Vlach,Other
IDN,AUS,Walloon,Other
IDN,AUS,Welsh,Other
IDN,AUS,"Western European, nec (incl. Alsatian, Frisian, Luxembourgish)",Other
IDN,AUS,"Western European, nfd",Other
IDN,AUS,Yazidi,Other
IDN,AUS,Yemeni,Other
IDN,AUS,Yoruba,Other
IDN,AUS,Zambian,Other
IDN,AUS,Zimbabwean,Other
IDN,AUS,Zulu,Other
IDN,CHN,Achang,Other
IDN,CHN,Bai,Other
IDN,CHN,Blang,Other
IDN,CHN,Bonan,Other
IDN,CHN,Bouyei,Other
IDN,CHN,Dai,Other
IDN,CHN,Daur,Other
IDN,CHN,Deang,Other
IDN,CHN,Dong,Other
IDN,CHN,Dongxiang,Other
IDN,CHN,Drung,Other
IDN,CHN,Ewenki,Other
IDN,CHN,Foreigners,Other
IDN,CHN,Gaoshan,Other
IDN,CHN,Gelao,Other
IDN,CHN,Han,Other
IDN,CHN,Hani,Other
IDN,CHN,Hezhen,Other
IDN,CHN,Hui,Other
IDN,CHN,Jing,Other
IDN,CHN,Jingpo,Other
IDN,CHN,Jino,Other
IDN,CHN,Kazak,Other
IDN,CHN,Korean,Other
IDN,CHN,Kyrgyz,Other
IDN,CHN,Lahu,Other
IDN,CHN,Lhoba,Other
IDN,CHN,Li,Other
IDN,CHN,Lisu,Other
IDN,CHN,Manchu,Other
IDN,CHN,Maonan,Other
IDN,CHN,Miao,Other
IDN,CHN,Monba,Other
IDN,CHN,Mongol,Other
IDN,CHN,Mulam,Other
IDN,CHN,Naxi,Other
IDN,CHN,Nu,Other
IDN,CHN,Orogen,Other
IDN,CHN,Other,Other
IDN,CHN,Pumi,Other
IDN,CHN,Qiang,Other
IDN,CHN,Russian,Other
IDN,CHN,Salar,Other
IDN,CHN,She,Other
IDN,CHN,Shui,Other
IDN,CHN,Tajik,Other
IDN,CHN,Tatar,Other
IDN,CHN,Tibetan,Other
IDN,CHN,Tu,Other
IDN,CHN,Tujia,Other
IDN,CHN,Unknown,Other
IDN,CHN,Uyghur,Other
IDN,CHN,Uzbek,Other
IDN,CHN,Va,Other
IDN,CHN,Xibe,Other
IDN,CHN,Yao,Other
IDN,CHN,Yi,Other
IDN,CHN,Yugur,Other
IDN,CHN,Zhuang,Other
IDN,ERI,,Other
IDN,ETH,Affar,Other
IDN,ETH,Agew/Awingi,Other
IDN,ETH,Agew/Kamyr,Other
IDN,ETH,Alaba,Other
IDN,ETH,Amhara,Other
IDN,ETH,Anyiwak,Other
IDN,ETH,Arborie,Other
IDN,ETH,Argoba,Other
IDN,ETH,Ari,Other
IDN,ETH,Bacha,Other
IDN,ETH,Basketo,Other
IDN,ETH,Bena,Other
IDN,ETH,Bench,Other
IDN,ETH,Berta,Other
IDN,ETH,Bodi,Other
IDN,ETH,Brayle,Other
IDN,ETH,Burji,Other
IDN,ETH,Chara,Other
IDN,ETH,Dasenech,Other
IDN,ETH,Dawro,Other
IDN,ETH,Debase/Gewada,Other
IDN,ETH,Derashe,Other
IDN,ETH,Dime,Other
IDN,ETH,Dizi,Other
IDN,ETH,Djebutians,Other
IDN,ETH,Donga,Other
IDN,ETH,Eritrean,Other
IDN,ETH,Fedashe,Other
IDN,ETH,Gamo,Other
IDN,ETH,Gebato,Other
IDN,ETH,Gedeo,Other
IDN,ETH,Gedicho,Other
IDN,ETH,Gidole,Other
IDN,ETH,Goffa,Other
IDN,ETH,Guagu,Other
IDN,ETH,Gumuz,Other
IDN,ETH,Guragie,Other
IDN,ETH,Hadiya,Other
IDN,ETH,Hamer,Other
IDN,ETH,Hareri,Other
IDN,ETH,Irob,Other
IDN,ETH,Karo,Other
IDN,ETH,Kefficho,Other
IDN,ETH,Kembata,Other
IDN,ETH,Kenyan,Other
IDN,ETH,Koma,Other
IDN,ETH,Konso,Other
IDN,ETH,Konta,Other
IDN,ETH,Kore,Other
IDN,ETH,Koyego,Other
IDN,ETH,Kunama,Other
IDN,ETH,Kusumie,Other
IDN,ETH,Malie,Other
IDN,ETH,Mao,Other
IDN,ETH,Mareko,Other
IDN,ETH,Mashola,Other
IDN,ETH,Me'enite,Other
IDN,ETH,Mejenger,Other
IDN,ETH,Mere,Other
IDN,ETH,Messengo,Other
IDN,ETH,Mixed,Other
IDN,ETH,Mossiya,Other
IDN,ETH,Murle,Other
IDN,ETH,Mursi,Other
IDN,ETH,Nao,Other
IDN,ETH,Nuwer,Other
IDN,ETH,Nyanegatome,Other
IDN,ETH,Oida,Other
IDN,ETH,Oromo,Other
IDN,ETH,Other,Other
IDN,ETH,Other Ethiopian national groups,Other
IDN,ETH,Qebena,Other
IDN,ETH,Qechem,Other
IDN,ETH,Qewama,Other
IDN,ETH,She,Other
IDN,ETH,Shekecho,Other
IDN,ETH,Sheko,Other
IDN,ETH,Shinasha,Other
IDN,ETH,Sidama,Other
IDN,ETH,Silte,Other
IDN,ETH,Somali an,Other
IDN,ETH,Somalie,Other
IDN,ETH,Sudanese,Other
IDN,ETH,Surma,Other
IDN,ETH,Tembaro,Other
IDN,ETH,Tigray,Other
IDN,ETH,Tsemay,Other
IDN,ETH,Upo,Other
IDN,ETH,Welaita,Other
IDN,ETH,Werji,Other
IDN,ETH,Yem,Other
IDN,ETH,Zelmam,Other
IDN,ETH,Zeyese,Other
IDN,GBR,Asians,Other
IDN,GBR,Bangladeshi,Other
IDN,GBR,Black,Other
IDN,GBR,Black Caribbean,Other
IDN,GBR,Black Other,Other
IDN,GBR,Chinese,Other
IDN,GBR,Indian,Other
IDN,GBR,Other,Other
IDN,GBR,Pakistani,Other
IDN,GBR,White,Other
IDN,IND,,Other
IDN,IRN,Afgan,Other
IDN,IRN,Iranian,Other
IDN,IRN,Iraqi,Other
IDN,IRN,Not Stated,Other
IDN,IRN,Other,Other
IDN,IRN,Pakistani,Other
IDN,IRN,Turkish,Other
IDN,IRQ,,Other
IDN,JPN,,Other
IDN,KHM,,Other
IDN,KOR,,Other
IDN,LKA,Bharatha,Other
IDN,LKA,Burgher,Other
IDN,LKA,Indian Tamil,Other
IDN,LKA,Malay,Other
IDN,LKA,Other,Other
IDN,LKA,Sinhalese,Other
IDN,LKA,Sri Lanka Chetty,Other
IDN,LKA,Sri Lanka Moor,Other
IDN,LKA,Sri Lanka Tamil,Other
IDN,MMR,,Other
IDN,MYS,Chinese,Other
IDN,MYS,Indian,Other
IDN,MYS,Malay,Other
IDN,MYS,Non-Malaysian citizens,Other
IDN,MYS,Other,Other
IDN,MYS,Other Bumi,Other
IDN,PAK,,Other
IDN,PHL,Abelling,Other
IDN,PHL,Abiyan,Other
IDN,PHL,Aburlin,Other
IDN,PHL,Aeta,Other
IDN,PHL,Aeta/Ayta,Other
IDN,PHL,Aeta/Ayta-Sambal,Other
IDN,PHL,Afgan,Other
IDN,PHL,Aggay,Other
IDN,PHL,Agta,Other
IDN,PHL,Agutaynon,Other
IDN,PHL,Akeanon/Aklanon,Other
IDN,PHL,Alangan,Other
IDN,PHL,Alta,Other
IDN,PHL,American,Other
IDN,PHL,Apayao/Yapayao,Other
IDN,PHL,Applai,Other
IDN,PHL,Aromanen-Manobo/Eromanen,Other
IDN,PHL,Aromanen-Manobo/Eromanen-Manobo,Other
IDN,PHL,Ata,Other
IDN,PHL,Ati,Other
IDN,PHL,Atta/Ata/Ati,Other
IDN,PHL,Australian,Other
IDN,PHL,Ayangan,Other
IDN,PHL,Badjao,Other
IDN,PHL,"Badjao, Sama Dilaut            ",Other
IDN,PHL,Bago,Other
IDN,PHL,Bagobo,Other
IDN,PHL,Bagobo Klata,Other
IDN,PHL,Bagobo Tagabawa,Other
IDN,PHL,Bagobo/Guinga,Other
IDN,PHL,Bajaus,Other
IDN,PHL,Balangao/Baliwon,Other
IDN,PHL,Baliwon-Gaddang,Other
IDN,PHL,Bantoanon,Other
IDN,PHL,Banwaon,Other
IDN,PHL,Batak/Binatak,Other
IDN,PHL,Batangan,Other
IDN,PHL,Bikol/Bicol,Other
IDN,PHL,Bilaan/B'laan,Other
IDN,PHL,Binukid/Bukidnon,Other
IDN,PHL,Bisaya/Binisaya,Other
IDN,PHL,Boholano,Other
IDN,PHL,Bolinao,Other
IDN,PHL,Bontok/Binontok,Other
IDN,PHL,British,Other
IDN,PHL,Bugkalot,Other
IDN,PHL,Buhid,Other
IDN,PHL,Bukidnon-Akeanon,Other
IDN,PHL,Bukidnon-Iraynon,Other
IDN,PHL,Butuanon,Other
IDN,PHL,Cagayanen,Other
IDN,PHL,Calinga,Other
IDN,PHL,Canadian,Other
IDN,PHL,Capizeño,Other
IDN,PHL,Caviteño,Other
IDN,PHL,Caviteño-Chavacano,Other
IDN,PHL,Cebuano,Other
IDN,PHL,Chinese,Other
IDN,PHL,Cimaron,Other
IDN,PHL,Cotabateño,Other
IDN,PHL,Cotabateño-Chavacano,Other
IDN,PHL,Cuyunon/Cuyunan,Other
IDN,PHL,Davao-Chavacano,Other
IDN,PHL,Davaweño,Other
IDN,PHL,Diangan,Other
IDN,PHL,Dibabawon,Other
IDN,PHL,Dumagat (Umiray),Other
IDN,PHL,Dumagat-Remontado,Other
IDN,PHL,Eskaya,Other
IDN,PHL,French,Other
IDN,PHL,Gaddang,Other
IDN,PHL,German,Other
IDN,PHL,Gubatnon,Other
IDN,PHL,Guiangan,Other
IDN,PHL,Hamtikanon,Other
IDN,PHL,Hanunuo,Other
IDN,PHL,Higaonon,Other
IDN,PHL,Higaonon-Tagoloanon,Other
IDN,PHL,"Hiligaynon, ilonggo               ",Other
IDN,PHL,Ibaloi/Inibaloi,Other
IDN,PHL,Ibanag,Other
IDN,PHL,Ibatan,Other
IDN,PHL,Ibontoc,Other
IDN,PHL,Ibukid,Other
IDN,PHL,Ifugao,Other
IDN,PHL,Ikalahan/Kalanguya,Other
IDN,PHL,Ilanun,Other
IDN,PHL,Illaud,Other
IDN,PHL,Ilocano,Other
IDN,PHL,Ilongot,Other
IDN,PHL,Imalawa,Other
IDN,PHL,Indian (indigenous),Other
IDN,PHL,Indonesian,Other
IDN,PHL,Iranon,Other
IDN,PHL,Iraya,Other
IDN,PHL,Isamal Kanlaw,Other
IDN,PHL,Isarog,Other
IDN,PHL,Isinay,Other
IDN,PHL,Isnag,Other
IDN,PHL,Isneg,Other
IDN,PHL,Italian,Other
IDN,PHL,Itawis,Other
IDN,PHL,Itawit,Other
IDN,PHL,Itneg,Other
IDN,PHL,Itneg/Tinguian,Other
IDN,PHL,Itneg/Tinguian-Adasen,Other
IDN,PHL,Itneg/Tinguian-Inlaud,Other
IDN,PHL,Itneg/Tinguian-Maeng,Other
IDN,PHL,Itneg/Tinguian-Masadiit,Other
IDN,PHL,Ivatan/Itbayat,Other
IDN,PHL,Iwak/owak,Other
IDN,PHL,Iyapplai,Other
IDN,PHL,Iyiwaks,Other
IDN,PHL,Japanese,Other
IDN,PHL,Jawa Mapun,Jawa
IDN,PHL,Kaagan,Other
IDN,PHL,Kabayukan,Other
IDN,PHL,Kabihug,Other
IDN,PHL,Kagayanen,Other
IDN,PHL,Kailawan/Kaylawan,Other
IDN,PHL,Kalagan,Other
IDN,PHL,Kalamianen,Other
IDN,PHL,Kalinga,Other
IDN,PHL,Kalinga-Lubuagan,Other
IDN,PHL,Kalinga-Pinukpuk,Other
IDN,PHL,Kamayo,Other
IDN,PHL,Kamigin/Kinamiging,Other
IDN,PHL,Kankaney,Other
IDN,PHL,Kapampangan,Other
IDN,PHL,Kapul,Other
IDN,PHL,Karaga,Other
IDN,PHL,Karao,Other
IDN,PHL,Karaya,Other
IDN,PHL,Karolanos,Other
IDN,PHL,Kasigurahin,Other
IDN,PHL,Kaunana,Other
IDN,PHL,Kinalinga,Other
IDN,PHL,Kiniraya,Other
IDN,PHL,Kolibugan/Kalibugan,Other
IDN,PHL,Korean,Other
IDN,PHL,Lambanguian,Other
IDN,PHL,Langi,Other
IDN,PHL,Ligbuk/Lugbok,Other
IDN,PHL,Magahats,Other
IDN,PHL,Magkunana,Other
IDN,PHL,Maguindanao,Other
IDN,PHL,Malaueg,Other
IDN,PHL,Malbog,Other
IDN,PHL,Mamanwa,Other
IDN,PHL,Mandaya,Other
IDN,PHL,Mangguangan,Other
IDN,PHL,Mangyan,Other
IDN,PHL,Mangyan-Alangan,Other
IDN,PHL,Mangyan-Buhid,Other
IDN,PHL,Mangyan-Hanunuo,Other
IDN,PHL,Mangyan-Iraya,Other
IDN,PHL,Manobo-Aromanon,Other
IDN,PHL,Manobo-Ata,Other
IDN,PHL,Manobo-Dulangan,Other
IDN,PHL,Manobo-Pulanguinon,Other
IDN,PHL,Manobo/Ata-Manobo,Other
IDN,PHL,Mansaka,Other
IDN,PHL,Maranao,Other
IDN,PHL,Masbateño/Masbatenon,Other
IDN,PHL,Matigsalog,Other
IDN,PHL,Molbog,Other
IDN,PHL,Negrito,Other
IDN,PHL,Nilulubo,Other
IDN,PHL,Obu-Manuvu,Other
IDN,PHL,Other Foreign Ethinicity,Other
IDN,PHL,Other local ethnicity,Other
IDN,PHL,Palawan-o,Other
IDN,PHL,Palawan/Pinalawan,Other
IDN,PHL,Pan-Ayanon,Other
IDN,PHL,Panay Bukidnon,Other
IDN,PHL,Pangasinan/Panggalato,Other
IDN,PHL,Paranan,Other
IDN,PHL,Pinangal,Other
IDN,PHL,Ratagnon,Other
IDN,PHL,Remontado,Other
IDN,PHL,Romblon,Other
IDN,PHL,Sama (Samal)/Abaknon,Other
IDN,PHL,Sama Badjao,Other
IDN,PHL,Sama Bangengeh,Other
IDN,PHL,Sama Bangingi,Other
IDN,PHL,Sama Dilaya,Other
IDN,PHL,"Sambal, Zambal                                             ",Other
IDN,PHL,"Sangil, Sangir                                             ",Other
IDN,PHL,Sibuyan Mangyan-Tagabukid,Other
IDN,PHL,Singaporean,Other
IDN,PHL,South African,Other
IDN,PHL,Spanish,Other
IDN,PHL,Subanen/Subaben,Other
IDN,PHL,Sulod,Other
IDN,PHL,Surigaonon,Other
IDN,PHL,Swiss,Other
IDN,PHL,T'boli,Other
IDN,PHL,Tabangnon,Other
IDN,PHL,Tadyawan,Other
IDN,PHL,Tagabawa,Other
IDN,PHL,Tagabili,Other
IDN,PHL,Tagakaolo,Other
IDN,PHL,Tagalog,Other
IDN,PHL,Tagbanwa,Other
IDN,PHL,Tagbuaonon,Other
IDN,PHL,Taiwanese,Other
IDN,PHL,Talaandig,Other
IDN,PHL,Talaingod,Other
IDN,PHL,Tausug,Other
IDN,PHL,Teduray,Other
IDN,PHL,Ternateño-Chavacano,Other
IDN,PHL,Tigwahon,Other
IDN,PHL,Tinananen,Other
IDN,PHL,Tinggian,Other
IDN,PHL,Tiruray,Other
IDN,PHL,Turkish,Other
IDN,PHL,Tuwali,Other
IDN,PHL,Ubo,Other
IDN,PHL,Umayamnon,Other
IDN,PHL,Unknown,Other
IDN,PHL,Waray,Other
IDN,PHL,Yakan,Other
IDN,PHL,Yogad,Other
IDN,PHL,Zamboangeño-Chavacano,Other
IDN,PSE,Jordanian,Other
IDN,PSE,Other,Other
IDN,PSE,Other Arab,Other
IDN,PSE,Palestinian,Other
IDN,PSE,Unknown,Other
IDN,SAU,,Other
IDN,SDN,,Other
IDN,SGP,Chinese,Other
IDN,SGP,Indian,Other
IDN,SGP,Malay,Other
IDN,SGP,Other,Other
IDN,SOM,,Other
IDN,THA,Bangladeshi,Other
IDN,THA,Cambodian,Other
IDN,THA,Chinese,Other
IDN,THA,Indian,Other
IDN,THA,Japanese,Other
IDN,THA,Korean,Other
IDN,THA,Laotian,Other
IDN,THA,Myanmar,Other
IDN,THA,Nepalese,Other
IDN,THA,Pakistani,Other
