iso3,year,scenario,delta_in,delta_out,delta_migrants_2025
CHN,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
COL,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
CUB,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
DEU,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
DOM,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
ECU,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
EGY,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
ERI,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
ESP,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
ETH,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
FRA,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
GBR,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
GHA,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
GRC,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
GTM,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
GUY,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
HKG,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
HND,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
HTI,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
IDN,2025,Aid_LOW__Conflict_external_HIGH,182012.81249999997,0.0,182012.81249999997
IND,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
IRL,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
IRN,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
IRQ,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
ISR,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
ITA,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
JAM,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
JPN,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
KEN,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
KHM,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
KOR,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
LAO,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
LBN,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
LKA,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
MEX,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
MMR,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
MYS,2025,Aid_LOW__Conflict_external_HIGH,533201.2499999999,0.0,533201.2499999999
NGA,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
NIC,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
NPL,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
NZL,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
PAK,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
PAN,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
PER,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
PHL,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
POL,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
PRI,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
PRT,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
PSE,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
ROU,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
RUS,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
SAU,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
SDN,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
SGP,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
SLV,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
SOM,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
SYR,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
THA,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
TLS,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
TTO,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
TUR,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
UKR,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
USA,2025,Aid_LOW__Conflict_external_HIGH,5180644.687499999,0.0,5180644.687499999
VEN,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
VNM,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
YEM,2025,Aid_LOW__Conflict_external_HIGH,0.0,0.0,0.0
AFG,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
ARG,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
AUS,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
BGD,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
BRA,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
BRN,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
CAN,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
CHN,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
COL,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
CUB,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
DEU,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
DOM,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
ECU,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
EGY,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
ERI,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
ESP,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
ETH,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
FRA,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
GBR,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
GHA,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
GRC,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
GTM,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
GUY,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
HKG,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
HND,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
HTI,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
IDN,2025,Aid_HIGH__Conflict_external_LOW,99500.3375,0.0,99500.3375
IND,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
IRL,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
IRN,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
IRQ,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
ISR,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
ITA,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
JAM,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
JPN,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
KEN,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
KHM,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
KOR,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
LAO,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
LBN,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
LKA,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
MEX,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
MMR,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
MYS,2025,Aid_HIGH__Conflict_external_LOW,291483.35,0.0,291483.35
NGA,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
NIC,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
NPL,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
NZL,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
PAK,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
PAN,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
PER,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
PHL,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
POL,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
PRI,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
PRT,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
PSE,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
ROU,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
RUS,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
SAU,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
SDN,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
SGP,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
SLV,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
SOM,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
SYR,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
THA,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
TLS,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
TTO,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
TUR,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
UKR,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
USA,2025,Aid_HIGH__Conflict_external_LOW,2832085.7624999997,0.0,2832085.7624999997
VEN,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
VNM,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
YEM,2025,Aid_HIGH__Conflict_external_LOW,0.0,0.0,0.0
AFG,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
ARG,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
AUS,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
BGD,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
BRA,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
BRN,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
CAN,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
CHN,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
COL,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
CUB,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
DEU,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
DOM,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
ECU,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
EGY,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
ERI,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
ESP,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
ETH,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
FRA,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
GBR,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
GHA,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
GRC,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
GTM,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
GUY,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
HKG,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
HND,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
HTI,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
IDN,2025,Aid_HIGH__Conflict_external_HIGH,230549.56250000003,0.0,230549.56250000003
IND,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
IRL,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
IRN,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
IRQ,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
ISR,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
ITA,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
JAM,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
JPN,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
KEN,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
KHM,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
KOR,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
LAO,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
LBN,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
LKA,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
MEX,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
MMR,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
MYS,2025,Aid_HIGH__Conflict_external_HIGH,675388.2500000001,0.0,675388.2500000001
NGA,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
NIC,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
NPL,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
NZL,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
PAK,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
PAN,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
PER,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
PHL,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
POL,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
PRI,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
PRT,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
PSE,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
ROU,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
RUS,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
SAU,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
SDN,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
SGP,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
SLV,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
SOM,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
SYR,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
THA,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
TLS,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
TTO,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
TUR,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
UKR,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
USA,2025,Aid_HIGH__Conflict_external_HIGH,6562149.937500001,0.0,6562149.937500001
VEN,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
VNM,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
YEM,2025,Aid_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
AFG,2025,Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
ARG,2025,Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
AUS,2025,Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
BGD,2025,Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
BRA,2025,Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
BRN,2025,Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
CAN,2025,Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
CHN,2025,Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
COL,2025,Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
CUB,2025,Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
DEU,2025,Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
DOM,2025,Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
ECU,2025,Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
EGY,2025,Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
ERI,2025,Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
ESP,2025,Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
ETH,2025,Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
FRA,2025,Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
GBR,2025,Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
